#;Titulo;Año;Autores;Citas;Editorial;URL;DOI;DOIcorto;Tipo;Editorial Oficial;Revista/Conferencia;;;;;
123;Analysing the performance of optimistic synchronisation algorithms in simulations of multi-agent systems;2006;"M Lees; B Logan; C Dan; T Oguara; G Theodoropoulos";18;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1630707/?casa_token=HQeFIscMZuMAAAAA:bvE7NZjH5zyouOOLugaf-pcWnAVVEMeMsoKFZQJwzdwEc3KVRrH7sUyyNv-zwoihHkQPKaqm6UxC;http://dx.doi.org/10.1109/pads.2006.10;10.1109/pads.2006.10;proceedings-article;IEEE;20th Workshop on Principles of Advanced and Distributed Simulation (PADS'06);19;;;;
124;Analysis and simulation of mixed-technology VLSI systems;2002;"DE Martin; R Radhakrishnan; DM Rao; M Chetlur; K Subramani; PA Wilsey";15;Elsevier;https://www.sciencedirect.com/science/article/pii/S0743731501918052;http://dx.doi.org/10.1006/jpdc.2001.1805;10.1006/jpdc.2001.1805;journal-article;Elsevier BV;Journal of Parallel and Distributed Computing;52;;;;
125;Analysis methods for sensor networks;2009;"PJ Hawrylak; JT Cain; MH Mickle";3;Springer;https://link.springer.com/chapter/10.1007/978-1-84882-218-4_25;http://dx.doi.org/10.1007/978-1-84882-218-4_25;10.1007/978-1-84882-218-4_25;book-chapter;Springer London;Computer Communications and Networks;36;;;;
126;Analysis of bounded time warp and comparison with yawns;1996;"PM Dickens; DM Nicol; PF Reynolds Jr; JM Duva";13;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/240896.240913;http://dx.doi.org/10.1145/240896.240913;10.1145/240896.240913;journal-article;Association for Computing Machinery (ACM);ACM Trans. Model. Comput. Simul.;22;;;;
127;Analysis of synchronization in massively parallel discrete-event simulations;1990;DM Nicol;11;dl.acm.org;https://dl.acm.org/doi/pdf/10.1145/99163.99174;http://dx.doi.org/10.1145/99164.99174;10.1145/99164.99174;journal-article;Association for Computing Machinery (ACM);SIGPLAN Not.;19;;;;
128;Analytical performance modeling for null message-based parallel discrete event simulation;2011;"CH Li; AJ Park; E Schenfeld";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6005379/;http://dx.doi.org/10.1109/mascots.2011.60;10.1109/mascots.2011.60;proceedings-article;IEEE;Simulation of Computer and Telecommunication Systems (MASCOTS);35;;;;
129;Applying parallel discrete event simulation to network emulation;2000;"R Simmonds; R Bradford; B Unger";86;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/847140/;http://dx.doi.org/10.1109/pads.2000.847140;10.1109/pads.2000.847140;proceedings-article;IEEE Comput. Soc;14th Workshop on Parallel and Distributed Simulation (PADS 2000);10;;;;
130;Applying simulation to the design and performance evaluation of fault-tolerant systems;1997;"GA Alvarez; F Cristian";30;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/632794/?casa_token=LB0UwQFz1ssAAAAA:Sz7mL8zmKuGXs7aNgKimGmMLeVjb65m3P-MT9BgD38gI4RQwD_sLmC65uEUwZnsIyyrf6S4liRhh;http://dx.doi.org/10.1109/reldis.1997.632794;10.1109/reldis.1997.632794;proceedings-article;IEEE Comput. Soc;SRDS'97: 16th IEEE Symposium on Reliable Distributed Systems;16;;;;
131;Approaching parallel computing to simulating population dynamics in demography;2016;"C Montañola-Sales; BSS Onggo; J Casanovas-Garcia; JM Cela-Espín; A Kaplan-Marcusán";8;Elsevier;https://www.sciencedirect.com/science/article/pii/S0167819116300618?casa_token=xgBJlf4rOvIAAAAA:0WGLb2I5hu4RvOktxDURiCRpida-_3E_3cIpbZ8D7vT-jmmS-SMi1avlFfVCTe_XSx6mMEpohktF;http://dx.doi.org/10.1016/j.parco.2016.07.001;10.1016/j.parco.2016.07.001;journal-article;Elsevier BV;Parallel Computing;72;;;;
132;Approximate distributed discrete event simulation using semi-conservative look-ahead estimation;2019;"D Fu; M O'Connor; M Becker; H Szczerbicka";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8958660/;http://dx.doi.org/10.1109/ds-rt47707.2019.8958660;10.1109/ds-rt47707.2019.8958660;proceedings-article;IEEE;2019 IEEE/ACM 23rd International Symposium on Distributed Simulation and Real Time Applications (DS-RT);17;;;;
133;Archsim: a system-level parallel simulation platform for the architecture design of high performance computer;2009;"YQ Huang; HL Li; XH Xie; L Qian; ZY Hao; F Guo; K Zhang";22;Citeseer;https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b56cc190c9d123d8f9ca57f37e13bcbaa0da3c4c;http://dx.doi.org/10.1007/s11390-009-9281-9;10.1007/s11390-009-9281-9;journal-article;Springer Science and Business Media LLC;J. Comput. Sci. Technol.;18;;;;
134;Area Virtual Time.;2001;"DK Arvind; J Schneiders";0;dcs.ed.ac.uk;https://www.dcs.ed.ac.uk/home/dka/avt01.ps;http://dx.doi.org/10.1109/distra.2001.946450;10.1109/distra.2001.946450;proceedings-article;IEEE;Fifth IEEE International Workshop on Distributed Simulation and Real-Time Applications, DS-RT 2001;9;;;;
135;Asynchronous approximate simulation algorithm for stream processing platforms;2016;"V Gil-Costa; E Tapia; M Marin";1;sce.carleton.ca;http://www.sce.carleton.ca/faculty/wainer/papers/SCSC61.pdf;http://dx.doi.org/10.22360/summersim.2016.scsc.061;10.22360/summersim.2016.scsc.061;proceedings-article;Society for Modeling and Simulation International (SCS);2016 Summer Simulation Multi-Conference;0;;;;
136;Asynchronous parallel mpsoc simulation on the single-chip cloud computer;2012;"C Roth; S Reder; G Erdogan; O Sander; GM Almeida; H Bucher; J Becker";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6376364/;http://dx.doi.org/10.1109/issoc.2012.6376364;10.1109/issoc.2012.6376364;proceedings-article;IEEE;2012 International Symposium on System-on-Chip - SOC;25;;;;
137;Asynchronous parallel simulation of parallel programs;2000;"S Prakash; E Deelman; R Bagrodia";65;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/846297/?casa_token=DxYrXxktOUcAAAAA:sPpNjW8YvfMduRuAryLQOG1N7sKiDL7qbR57YdrI1y2oc5tRinHjrnkVvK0M77iQoJSDZkeCftBx;http://dx.doi.org/10.1109/32.846297;10.1109/32.846297;journal-article;Institute of Electrical and Electronics Engineers (IEEE);IIEEE Trans. Software Eng.;30;;;;
138;Attempting guards in parallel: A data flow approach to execute generalized guarded commands;1992;"R Govindarajan; S Yu; VS Lakshmanan";8;Springer;https://link.springer.com/article/10.1007/BF01421675;http://dx.doi.org/10.1007/bf01421675;10.1007/bf01421675;journal-article;Springer Science and Business Media LLC;Int J Parallel Prog;25;;;;
139;Automated parallelization of timed petri-net simulations;1995;"DM Nicol; WZ Mao";39;Elsevier;https://www.sciencedirect.com/science/article/pii/S0743731585711069;http://dx.doi.org/10.1006/jpdc.1995.1106;10.1006/jpdc.1995.1106;journal-article;Elsevier BV;Journal of Parallel and Distributed Computing;0;;;;
140;Automatic parallelization of discrete event simulation programs;1993;"JJ Tsai; RM Fujimoto";13;dl.acm.org;https://dl.acm.org/doi/pdf/10.1145/256563.256818;http://dx.doi.org/10.1109/wsc.1993.718309;10.1109/wsc.1993.718309;proceedings-article;IEEE;1993 Winter Simulation Conference - (WSC '93);0;;;;
141;Automatic runtime adaptation for component-based simulation algorithms;2015;"T Helms; R Ewald; S Rybacki; AM Uhrmacher";0;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/2821509;http://dx.doi.org/10.1145/2821509;10.1145/2821509;journal-article;Association for Computing Machinery (ACM);ACM Trans. Model. Comput. Simul.;47;;;;
142;Automating the runtime performance evaluation of simulation algorithms;2009;"R Ewald; AM Uhrmacher";25;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5429710/?casa_token=O8QMrDCvDWwAAAAA:_mvANPLHptPsviddNOqiujciU1SFM94c8uDT_8I3NIpFapcnxgquOy0QtjfoVPiexRF0gr3gnV74;http://dx.doi.org/10.1109/wsc.2009.5429710;10.1109/wsc.2009.5429710;proceedings-article;IEEE;2009 Winter Simulation Conference - (WSC 2009);46;;;;
143;AVNMP Algorithm Description;2002;"SF Bush; AB Kulkarni";0;Springer;https://link.springer.com/content/pdf/10.1007/0-306-46981-2_7.pdf;http://dx.doi.org/10.1007/0-306-46981-2_7;10.1007/0-306-46981-2_7;book-chapter;Kluwer Academic Publishers;Active Networks and Active Network Management;0;;;;
144;Benchmarking further single board computers for building a mini supercomputer for simulation of telecommunication systems;2016;"G Lencse; S Répás";0;ww.ijates.org;http://ww.ijates.org/index.php/ijates/article/view/138;http://dx.doi.org/10.11601/ijates.v5i1.138;10.11601/ijates.v5i1.138;journal-article;International Science and Engineering Society;International Journal of Advances in Telecommunications, Electrotechnics, Signals and Systems;0;;;;
145;Billiards and related systems on the bulk-synchronous parallel model;1997;M Marin;0;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/268826.268916;http://dx.doi.org/10.1109/pads.1997.594602;10.1109/pads.1997.594602;proceedings-article;IEEE Comput. Soc;11th Workshop on Parallel and Distributed Simulation;25;;;;
146;Bounds and approximations for self-initiating distributed simulation without lookahead;1991;"RE Felderman; L Kleinrock";7;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/130611.130615;http://dx.doi.org/10.1145/130611.130615;10.1145/130611.130615;journal-article;Association for Computing Machinery (ACM);ACM Trans. Model. Comput. Simul.;18;;;;
147;Breadth-first rollback in spatially explicit simulations;1997;"E Deelman; BK Szymanski";25;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/594595/;http://dx.doi.org/10.1109/pads.1997.594595;10.1109/pads.1997.594595;proceedings-article;IEEE Comput. Soc;11th Workshop on Parallel and Distributed Simulation;18;;;;
148;Building a conservative parallel simulation with existing component libraries;1998;"CC Lim; YH Low";0;Springer;https://link.springer.com/chapter/10.1007/3-540-49530-4_29;http://dx.doi.org/10.1007/3-540-49530-4_29;10.1007/3-540-49530-4_29;book-chapter;Springer Berlin Heidelberg;Languages, Compilers, and Run-Time Systems for Scalable Computers;11;;;;
149;Bulk Synchronous Parallel algorithms for conservative discrete event simulation;1996;R Calinescu;6;Francis;https://www.tandfonline.com/doi/abs/10.1080/10637199608915562;http://dx.doi.org/10.1080/10637199608915562;10.1080/10637199608915562;journal-article;Informa UK Limited;Parallel Algorithms and Applications;31;;;;
150;Cancellation strategy in rollback mechanism;2005;"Y Wu; J Li; H Yang";1;Springer;https://link.springer.com/article/10.1007/s11741-005-0007-0;http://dx.doi.org/10.1007/s11741-005-0007-0;10.1007/s11741-005-0007-0;journal-article;Springer Science and Business Media LLC;J. of Shanghai Univ.;6;;;;
151;Case study: parallelizing a sequential simulation model;1999;"L Bajaj; R Bagrodia; R Meyer";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/766158/;http://dx.doi.org/10.1109/pads.1999.766158;10.1109/pads.1999.766158;proceedings-article;IEEE Comput. Soc;13th Workshop on Parallel and Distributed Simulation;12;;;;
152;Causality representation and cancellation mechanism in time warp simulations;2001;"M Chetlur; PA Wilsey";24;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/924633/;http://dx.doi.org/10.1109/pads.2001.924633;10.1109/pads.2001.924633;proceedings-article;IEEE Comput. Soc;15th Workshop on Parallel and Distributed Simulation;21;;;;
153;ccnsim: An highly scalable ccn simulator;2013;"R Chiocchetti; D Rossi; G Rossini";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6654874/;http://dx.doi.org/10.1109/icc.2013.6654874;10.1109/icc.2013.6654874;proceedings-article;IEEE;ICC 2013 - 2013 IEEE International Conference on Communications;22;;;;
154;Challenges for the parallelization of loosely timed SystemC programs;2015;"D Becker; M Moy; J Cornet";14;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7416547/?casa_token=s9t66d8bnhIAAAAA:yBqOyiO8mSQnCJC49459phENLJcB9WKiVT0_51knoGdOVdSNjCzkjSbfE5Vue7YN3VjQ-R2-ZX9y;http://dx.doi.org/10.1109/rsp.2015.7416547;10.1109/rsp.2015.7416547;proceedings-article;IEEE;2015 International Symposium on Rapid System Prototyping (RSP);27;;;;
155;Cloning parallel simulations;2001;"M Hybinette; RM Fujimoto";138;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/508366.508370?casa_token=TSvIwpqJsKEAAAAA:GQR3pkay1B-IipHo2N4TANwMdrJKeV29pBreZNGWAPukWbWm5IpaERIvI79QgrVGTmTmQJVpf-J_8AY;http://dx.doi.org/10.1145/508366.508370;10.1145/508366.508370;journal-article;Association for Computing Machinery (ACM);ACM Trans. Model. Comput. Simul.;20;;;;
156;Clustered time warp and logic simulation;1995;"H Avril; C Tropper";80;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/214282.214317;http://dx.doi.org/10.1109/pads.1995.404310;10.1109/pads.1995.404310;proceedings-article;IEEE Comput. Soc. Press;9th Workshop on Parallel and Distributed Simulation (ACM/IEEE);21;;;;
157;Combining optimism limiting schemes in Time Warp based parallel simulations;1998;"K Jones; SR Das";21;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/745027/;http://dx.doi.org/10.1109/wsc.1998.745027;10.1109/wsc.1998.745027;proceedings-article;IEEE;IEEE Winter Simulation Conference;29;;;;
158;Commpar: A community-based model partitioning approach for large-scale networked social dynamics simulation;2010;"B Hou; Y Yao";8;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5636722/?casa_token=GQZJ3AYJXQcAAAAA:aJNH5_7qq2MJ4EqsAgIRarMvxJVskJP7nJK-PJEWD_5RMhQHyUWSsKbtZm8t2Rq4AIQra8T5NQx3;http://dx.doi.org/10.1109/ds-rt.2010.10;10.1109/ds-rt.2010.10;proceedings-article;IEEE;2010 IEEE/ACM 14th International Symposium on Distributed Simulation and Real Time Applications (DS-RT);34;;;;
159;Comparative analysis of a parallel discrete-event simulator;2000;M Marin;3;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/890405/;http://dx.doi.org/10.1109/sccc.2000.890405;10.1109/sccc.2000.890405;proceedings-article;IEEE Comput. Soc;20th International Conference of the Chilean Computer Science Society;15;;;;
160;Comparative analysis of Traffic Patterns on k-ary n-tree using adaptive algorithms based on Burton Normal Form;2012;"Nitin; DS Chauhan";19;Springer;https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11227-010-0454-7&casa_token=B0jtTLOLatsAAAAA:fWUBmLxrg8bb0iLUyuDMj4gVjpd_l-ckQfSGo7I9-InzEHK2PHxAxVVW5xzZ4W7764Z7MQylLMaEZU7pB-Q;http://dx.doi.org/10.1007/s11227-010-0454-7;10.1007/s11227-010-0454-7;journal-article;Springer Science and Business Media LLC;J Supercomput;22;;;;
161;Comparing Speculative Synchronization Algorithms for Continuous-Time Agent-Based Simulations;2022;"P Andelfinger; A Piccione; A Pellegrini; A Uhrmacher";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9932067/;http://dx.doi.org/10.1109/ds-rt55542.2022.9932067;10.1109/ds-rt55542.2022.9932067;proceedings-article;IEEE;2022 IEEE/ACM 26th International Symposium on Distributed Simulation and Real Time Applications (DS-RT);0;;;;
162;Compiler-assisted source-to-source skeletonization of application models for system simulation;2018;"JJ Wilke; JP Kenny; S Knight; S Rumley";20;Springer;https://link.springer.com/chapter/10.1007/978-3-319-92040-5_7;http://dx.doi.org/10.1007/978-3-319-92040-5_7;10.1007/978-3-319-92040-5_7;book-chapter;Springer International Publishing;Lecture Notes in Computer Science;27;;;;
163;Compiler-optimized simulation of large-scale applications on high performance architectures;2002;"VS Adve; R Bagrodia; E Deelman; R Sakellariou";0;Elsevier;https://www.sciencedirect.com/science/article/pii/S0743731501918003;http://dx.doi.org/10.1006/jpdc.2001.1800;10.1006/jpdc.2001.1800;journal-article;Elsevier BV;Journal of Parallel and Distributed Computing;29;;;;
164;Compose: An object-oriented environment for parallel discrete-event simulations;1995;"JM Martin; RL Bagrodia";0;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/224401.224727;http://dx.doi.org/10.1109/wsc.1995.478855;10.1109/wsc.1995.478855;proceedings-article;IEEE;1995 Winter Simulation Conference;0;;;;
165;Composing problem solvers for simulation experimentation: a case study on steady state estimation;2014;"S Leye; R Ewald; AM Uhrmacher";6;journals.plos.org;https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0091948;http://dx.doi.org/10.1371/journal.pone.0091948;10.1371/journal.pone.0091948;journal-article;Public Library of Science (PLoS);PLoS ONE;71;;;;
166;Concurrency control mechanisms for closely coupled collaboration in multithreaded peer-to-peer virtual environments;2004;"JM Linebarger; GD Kessler";73;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6789125/;http://dx.doi.org/10.1162/1054746041422316;10.1162/1054746041422316;journal-article;MIT Press - Journals;"Presence: Teleoperators &amp; Virtual Environments";15;;;;
167;Concurrent replication of parallel and distributed simulations;2005;"L Bononi; M Bracuto; G D'Angelo; L Donatiello";42;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1443329/?casa_token=5X6XsOkDaaEAAAAA:GI5jDFEZLjyKxLp4qxIK89QgqIBQ2DRjNCQpPVCgab3pFg1syiwTEUCfSSGSU6c4BhVI45I8xglL;http://dx.doi.org/10.1109/pads.2005.6;10.1109/pads.2005.6;proceedings-article;IEEE;Workshop on Principles of Advanced and Distributed Simulation (PADS'05);24;;;;
168;Conservative circuit simulation on multiprocessor machines;2000;A Boukerche;0;Springer;https://link.springer.com/chapter/10.1007/3-540-44467-X_38;http://dx.doi.org/10.1007/3-540-44467-x_38;10.1007/3-540-44467-x_38;book-chapter;Springer Berlin Heidelberg;High Performance Computing ‚Äî HiPC 2000;14;;;;
169;Conservative distributed discrete event simulation on Amazon EC2;2012;"K Vanmechelen; S De Munck; J Broeckhove";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6217523/;http://dx.doi.org/10.1109/ccgrid.2012.73;10.1109/ccgrid.2012.73;proceedings-article;IEEE;2012 12th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGrid);22;;;;
170;Conservative distributed discrete-event simulation on the Amazon EC2 cloud: An evaluation of time synchronization protocol performance and cost efficiency;2013;"K Vanmechelen; S De Munck; J Broeckhove";0;Elsevier;https://www.sciencedirect.com/science/article/pii/S1569190X13000178?casa_token=62C8sivqiEAAAAAA:_VYUNbc0NfbZbrotvG8tFmQCpbj5fjlhvcQQ_UbJWWBmIujMP8mAwbc9_X-nBG_PLyEn86IKy1yk;http://dx.doi.org/10.1016/j.simpat.2013.02.002;10.1016/j.simpat.2013.02.002;journal-article;Elsevier BV;Simulation Modelling Practice and Theory;45;;;;
171;Conservative parallel simulation of a large number of processes;1999;"E Naroska; U Schwiegelshohn";0;journals.sagepub.com;https://journals.sagepub.com/doi/pdf/10.1177/003754979907200307;http://dx.doi.org/10.1177/003754979907200307;10.1177/003754979907200307;journal-article;SAGE Publications;SIMULATION;22;;;;
172;Conservative parallel simulation of ATM networks;1996;"JG Cleary; JJ Tsai";0;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/238788.238807;http://dx.doi.org/10.1109/pads.1996.761560;10.1109/pads.1996.761560;proceedings-article;IEEE;Symposium on Parallel and Distributed Tools;16;;;;
173;Conservative parallel simulation of continuous time Markov chains using uniformization;1993;"P Heidelberger; DM Nicol";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/238625/;http://dx.doi.org/10.1109/71.238625;10.1109/71.238625;journal-article;Institute of Electrical and Electronics Engineers (IEEE);IEEE Trans. Parallel Distrib. Syst.;43;;;;
174;Conservative simulation using distributed-shared memory;2002;"YM Teo; YK Ng; BSS Onggo";0;researchgate.net;https://www.researchgate.net/profile/Bhakti-Onggo/publication/3948433_Conservative_simulation_using_distributed-shared_memory/links/0c9605278addb79a41000000/Conservative-simulation-using-distributed-shared-memory.pdf;http://dx.doi.org/10.1109/pads.2002.1004194;10.1109/pads.2002.1004194;proceedings-article;IEEE Comput. Soc;16th Workshop on Parallel and Distributed Simulation;20;;;;
175;Conservative synchronization of large-scale network simulations;2004;"A Park; RM Fujimoto; KS Perumalla";0;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/1013329.1013355;http://dx.doi.org/10.1109/pads.2004.1301296;10.1109/pads.2004.1301296;proceedings-article;IEEE;18th Workshop on Parallel and Distributed Simulation, 2004. PADS 2004.;28;;;;
176;Consistent and efficient output-streams management in optimistic simulation platforms;2013;"F Antonacci; A Pellegrini; F Quaglia";37;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/2486092.2486133?casa_token=wGfuro-9UScAAAAA:hk90Dx6yB1DesTv-NdJtGR3ZME2ZmmdslgCcSuLje2lty_wbyvOJ1rqSVzsdDaGz2kaWTSS8QaN-PJU;http://dx.doi.org/10.1145/2486092.2486133;10.1145/2486092.2486133;proceedings-article;ACM;SIGSIM-PADS '13: SIGSIM Principles of Advanced Discrete Simulation;24;;;;
177;Control flow graphs as a representation language;1994;"BA Cota; DG Fritz; RG Sargent";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/717382/;http://dx.doi.org/10.1109/wsc.1994.717382;10.1109/wsc.1994.717382;proceedings-article;IEEE;Winter Simulation Conference;10;;;;
178;Controlling buffer usage in critical channel traversing;2002;"R Simmonds; C Kiddle; K Wong; B Unger";9;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1000084/?casa_token=AqmAL1D3TdsAAAAA:Cthy1H3_QrYJzcmlY4b82SM6BmgVA1mjiljlr5hPYhRX72uOusWFwexn_dYNC3QnCPm4QKS-LsEv;http://dx.doi.org/10.1109/simsym.2002.1000084;10.1109/simsym.2002.1000084;proceedings-article;IEEE Comput. Soc;35th Annual Simulation Symposium. SS 2002;14;;;;
179;CONTROLLING OVER-OPTIMISM IN TIME-WARP VIA CPU-BASED FLOW CONTROL;2004;"V Sachdev; M Hybinette; E Kraemer";0;cobweb.cs.uga.edu;http://cobweb.cs.uga.edu/~maria/pads/papers/wsc-04_optimistic.pdf;http://dx.doi.org/10.1109/wsc.2004.1371342;10.1109/wsc.2004.1371342;proceedings-article;IEEE;2004 Winter Simulation Conference, 2004.;19;;;;
180;Dag consistent parallel simulation: a predictable and robust conservative algorithm;1997;"W Cai; E Letertre; SJ Turner";43;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/268826.268918;http://dx.doi.org/10.1109/pads.1997.594604;10.1109/pads.1997.594604;proceedings-article;IEEE Comput. Soc;11th Workshop on Parallel and Distributed Simulation;8;;;;
181;Data communication in VANETs: Protocols, applications and challenges;2016;"F Cunha; L Villas; A Boukerche; G Maia; A Viana; RAF Mini; AAF Loureiro";19;Elsevier;https://www.sciencedirect.com/science/article/pii/S1570870516300580?casa_token=DL4bzOzO-CIAAAAA:19gZwcFKK8CA55wknCbuxpvREcEBJ6BUhw8n3xu1izcRzzmv74VKhMrvvCftiFHdXUM03W6j6Rxh;http://dx.doi.org/10.1016/j.adhoc.2016.02.017;10.1016/j.adhoc.2016.02.017;journal-article;Elsevier BV;Ad Hoc Networks;82;;;;
182;Data mining for simulation algorithm selection;2009;"R Ewald; AM Uhrmacher; K Saha";16;dl.acm.org;https://dl.acm.org/doi/abs/10.4108/ICST.SIMUTOOLS2009.5659;http://dx.doi.org/10.4108/icst.simutools2009.5659;10.4108/icst.simutools2009.5659;proceedings-article;ICST;2nd International ICST Conference on Simulation Tools and Techniques;0;;;;
183;Data-Driven Energy Use Estimation in Large Scale Transportation Networks;2019;"B Wang; C Chan; D Somasi; J Macfarlane; E Rask";0;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3357492.3358632;http://dx.doi.org/10.1145/3357492.3358632;10.1145/3357492.3358632;proceedings-article;ACM;SCC '19: The 2nd ACM/EIGSCC Symposium On Smart Cities and Communities;16;;;;
184;DCNSim: a unified and cross-layer computer architecture simulation framework for data center network research;2013;"N Hu; B Fu; X Sui; L Li; T Li; L Zhang";5;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/2482767.2482792?casa_token=IESKHfMAHZsAAAAA:celMrrn0liRRvNqa-W1r_xZUsw1X3RtjPCXBK2OAziumfdWQBLCaaHTmLlA311m6Hir7tzAtlDfiB2g;http://dx.doi.org/10.1145/2482767.2482792;10.1145/2482767.2482792;proceedings-article;ACM;CF'13: Computing Frontiers Conference;24;;;;
185;Deblocking event algorithm: a new approach to conservative parallel discrete event simulation;1996;"V Sanchez; A Bautista; F Tirado";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/500626/;http://dx.doi.org/10.1109/empdp.1996.500626;10.1109/empdp.1996.500626;proceedings-article;IEEE Comput. Soc. Press;4th Euromicro Workshop on Parallel and Distributed Processing;13;;;;
186;DecPDEVS: New Simulation Algorithms to Improve Message Handling in PDEVS;2021;"PA Bisgambiglia; P Bisgambiglia";0;scirp.org;https://www.scirp.org/journal/paperinformation.aspx?paperid=108836;http://dx.doi.org/10.4236/ojmsi.2021.92012;10.4236/ojmsi.2021.92012;journal-article;Scientific Research Publishing, Inc.;OJMSi;42;;;;
187;Dense agent-based HPC simulation of cell physics and signaling with real-time user interactions;2023;"N Merchant; AT Sampson; A Boiko; RE Falconer";0;frontiersin.org;https://www.frontiersin.org/articles/10.3389/fcomp.2023.1085867/full;http://dx.doi.org/10.3389/fcomp.2023.1085867;10.3389/fcomp.2023.1085867;journal-article;Frontiers Media SA;Front. Comput. Sci.;40;;;;
188;Dependability analysis of a cache-based RAID system via fast distributed simulation;1998;"Y Huang; ZT Kalbarczyk; RK Iyer";35;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/740507/?casa_token=GZB2K0nL84AAAAAA:l2Mel9O7tZI4gLRjZAcenT2KDWfFcmsqLFX7mN_GxNWBQGUMhQOB2u02wU2OICv-YmsWcl94HCIb;http://dx.doi.org/10.1109/reldis.1998.740507;10.1109/reldis.1998.740507;proceedings-article;IEEE Comput. Soc;Seventeenth IEEE Symposium on Reliable Distributed Systems;12;;;;
189;Design and Analysis of a Minimum Time Buckets Synchronization Algorithm for Parallel and Distributed Simulation;2017;"X Wang; L Zhang";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7940225/;http://dx.doi.org/10.1109/isads.2017.51;10.1109/isads.2017.51;proceedings-article;IEEE;2017 IEEE 13th International Symposium on Autonomous Decentralized System (ISADS);16;;;;
190;Design and implementation of dynamic load balancing algorithms for rollback reduction in optimistic PDES;1999;"F Sarkar; SK Das";1;downloads.hindawi.com;https://downloads.hindawi.com/archive/1999/064750.pdf;http://dx.doi.org/10.1155/1999/64750;10.1155/1999/64750;journal-article;Hindawi Limited;VLSI Design;0;;;;
191;Design and implementation of parallel JiST to support distributed wireless network simulation;2010;"M Slavik; I Mahgoub; A Badi; M Ilyas";0;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5715764/?casa_token=JkquiE9RWp8AAAAA:Syq0RMp84hNs7jUc8FwHlOJQorbUH2-ZelxI_w1wvBs4cZ6ZjlLSDvgNkO2ydr4lcT1EaoqpWSfT;http://dx.doi.org/10.1109/honet.2010.5715764;10.1109/honet.2010.5715764;proceedings-article;IEEE;7th International Symposium on High Capacity Optical Networks and Enabling Technologies (HONET 2010);11;;;;
192;Design and performance analysis of hardware support for parallel simulations;1993;"PF Reynolds; CM Pancerella; S Srinivasan";36;Elsevier;https://www.sciencedirect.com/science/article/pii/S0743731583710762;http://dx.doi.org/10.1006/jpdc.1993.1076;10.1006/jpdc.1993.1076;journal-article;Elsevier BV;Journal of Parallel and Distributed Computing;0;;;;
